,S#,SNAME,SEX,BDATE,HEIGHT,DORM
3215,03086660,李瑶,男,2003/8/14,1.75,西27舍424
3216,02093656,但雯瑾,女,2005/11/12,1.62,东19舍414
3217,06038424,张小凡,男,2002/1/25,1.7,西27舍424
3218,07018729,张继元,男,2005/4/8,1.7,西27舍424
3219,02076514,杨莹,男,2002/7/13,1.75,西27舍424
3220,08021271,闫泽飞,女,2001/1/23,1.63,东19舍414
3221,02079510,杜兴丽,女,2001/12/27,1.48,东19舍414
3222,05095961,王妍,男,2003/3/17,1.69,西17舍637
3223,02087434,段倩雯,女,2004/9/5,1.66,西22舍419
3224,07015094,吕麦倩,男,2005/1/15,1.7,西17舍637
3225,06091503,雷思晶,男,2002/2/9,1.65,西17舍637
3226,07069756,韩龙博,男,2001/2/5,1.62,西17舍637
3227,09054549,任雨虹,女,2002/8/22,1.68,西22舍419
3228,08020182,陶保明,男,2005/5/10,1.71,东4舍233
3229,07057317,邹瑞博,女,2003/8/17,1.78,西22舍419
3230,06068297,王婧,女,2005/9/27,1.7,西22舍419
3231,02052539,韩柯芸,女,2002/6/25,1.72,西29舍339
3232,09048027,梁淼森,男,2005/11/2,1.77,东4舍233
3233,08041576,赵豫阳,女,2001/9/3,1.47,西29舍339
3234,03010978,刘喆,女,2001/5/9,1.65,西29舍339
3235,09039493,郑俊杰,女,2001/11/22,1.47,西29舍339
3236,04064832,邓启蒙,女,2002/1/20,1.68,东21舍732
3237,01039495,常恪,男,2002/8/17,1.81,东4舍233
3238,04043295,王旭超,女,2004/9/30,1.49,东21舍732
3239,09052875,冯佳彤,男,2003/1/15,1.77,东4舍233
3240,02047148,李珂垚,女,2002/9/24,1.69,东21舍732
3241,03062677,孙中科,女,2002/11/24,1.68,东21舍732
3242,01050393,李文第,男,2001/10/6,1.68,西25舍514
3243,03088794,李富杰,男,2001/6/9,1.8,西25舍514
3244,08068588,马瑄,男,2003/10/28,1.69,西25舍514
3245,02035262,朱隆吉,女,2002/4/11,1.63,东22舍507
3246,03080771,王凯文,男,2002/8/25,1.72,西25舍514
3247,07028521,池赋炜,男,2005/8/14,1.88,东4舍428
3248,02036946,陈淞源,男,2005/4/28,1.74,东4舍428
3249,06011828,李璨,男,2003/5/30,1.66,东4舍428
3250,05056814,江梓歆,女,2004/12/4,1.68,东22舍507
3251,03086861,杨涵予,男,2005/7/1,1.87,东4舍428
3252,07022969,姚力,男,2003/7/12,1.71,东24舍330
3253,01012844,但友武,男,2003/10/27,1.8,东24舍330
3254,03034112,张贺,男,2005/11/29,1.82,东24舍330
3255,01057569,杨一帆,女,2002/11/12,1.62,东22舍507
3256,01016904,朱一帆,男,2004/2/21,1.89,东24舍330
3257,03063859,张一凯,男,2004/12/27,1.87,东12舍234
3258,06068326,肖宇,男,2003/8/18,1.53,东12舍234
3259,01094190,郎轶凡,男,2003/8/1,1.73,东12舍234
3260,05014554,卜升伟,男,2002/11/1,1.96,东12舍234
3261,04028550,赵妍,男,2004/11/6,1.8,西21舍502
3262,03025789,李勇姗,女,2001/3/30,1.62,东22舍507
3263,01083058,靳荣达,男,2005/7/8,1.72,西21舍502
3264,03044632,刘一择,男,2003/8/5,1.8,西21舍502
3265,03060088,郑关红,男,2005/10/14,1.69,西21舍502
3266,03077932,卢飞旭,男,2002/8/7,1.71,东6舍325
3267,02072538,刘娜,女,2005/12/8,1.8,东26舍732
3268,06050637,吴杰,男,2002/12/30,1.73,东6舍325
3269,05088168,袁信彬,男,2002/8/27,1.71,东6舍325
3270,01029247,徐钰雯,男,2005/2/16,1.84,东6舍325
3271,06078299,汪韦炫,男,2004/1/7,1.66,西2舍530
3272,07028332,李国峰,男,2005/1/15,1.71,西2舍530
3273,01020711,毛彦苏,男,2003/10/11,1.76,西2舍530
3274,01013954,臧铭慧,男,2001/4/26,1.68,西2舍530
3275,09093792,刘彦鹏,女,2001/6/8,1.65,东26舍732
3276,03083702,王彦博,男,2001/7/3,1.86,东30舍420
3277,07065467,熊瑛畅,男,2001/2/4,1.69,东30舍420
3278,08014945,茹亚楠,女,2002/11/3,1.56,东26舍732
3279,03072869,姚映宇,女,2005/9/12,1.79,东26舍732
3280,08091406,卢礼,男,2004/4/28,1.78,东30舍420
3281,03094175,王晓虎,女,2003/10/9,1.76,西28舍615
3282,06040698,杨俊交,女,2003/8/3,1.53,西28舍615
3283,09055480,杨跃,女,2004/10/10,1.54,西28舍615
3284,04015109,朱悦,男,2002/6/25,1.55,东30舍420
3285,02036777,赵亚倩,女,2005/10/24,1.58,西28舍615
3286,01022754,韩子仪,女,2005/2/5,1.46,东19舍739
3287,08075082,史枫琳,女,2003/10/20,1.62,东19舍739
3288,05049591,梅璐,男,2001/12/31,1.68,西27舍435
3289,01087983,黎明,女,2003/5/22,1.84,东19舍739
3290,03091072,吴沁灵,男,2003/7/31,1.68,西27舍435
3291,05069360,郭鑫章,男,2003/12/18,1.77,西27舍435
3292,08077061,康嘉琛,女,2005/3/19,1.56,东19舍739
3293,06048625,姚田政,女,2001/1/10,1.65,西20舍310
3294,04093941,李宁静,女,2001/7/20,1.73,西20舍310
3295,03049665,郭迪敏,男,2001/8/30,1.69,西27舍435
3296,01068905,李惠林,男,2004/9/7,1.8,西25舍238
3297,06056607,叶坤,女,2001/6/4,1.58,西20舍310
3298,07070415,王凌宇,女,2005/4/1,1.56,西20舍310
3299,02058150,林雅茹,女,2005/6/28,1.72,西16舍534
3300,01080499,郝成林,女,2005/12/5,1.8,西16舍534
3301,07045743,王伟立,女,2004/2/19,1.69,西16舍534
3302,07027192,孙之琦,男,2003/5/26,1.88,西25舍238
3303,08086259,康思麒,男,2002/3/26,1.7,西25舍238
3304,03038636,李少通,男,2002/1/19,1.71,西25舍238
3305,03025469,唐睿,男,2002/8/12,1.81,西25舍211
3306,08046291,刘佳欣,女,2001/12/20,1.56,西16舍534
3307,05017897,李琦,男,2003/5/6,1.78,西25舍211
3308,07013695,武翔坤,男,2005/5/6,1.83,西25舍211
3309,04040558,石雨鸿,女,2004/10/20,1.79,西11舍323
3310,03023069,高亦涵,女,2001/5/28,1.51,西11舍323
3311,03059910,侯辰飞,女,2001/4/22,1.69,西11舍323
3312,01035236,陈星宇,男,2005/12/23,1.78,西25舍211
3313,09037911,田宇霄,男,2003/2/25,1.74,东23舍533
3314,08084620,李嘉轩,女,2002/12/21,1.62,西11舍323
3315,01076754,杨盛泽,男,2003/9/3,1.69,东23舍533
3316,06032153,刘益硕,男,2001/4/26,1.74,东23舍533
3317,09012079,米雷,男,2005/1/30,1.84,东23舍533
3318,05085749,刘博,男,2005/4/21,1.84,东7舍735
3319,04077245,赵威臣,男,2004/1/6,1.83,东7舍735
3320,08070401,邓森林,女,2004/2/21,1.76,西22舍338
3321,06026236,缑雪健,男,2003/10/16,1.77,东7舍735
3322,03023880,杨茗越,男,2005/8/10,1.86,东7舍735
3323,05091385,姜乐,女,2002/12/25,1.75,西22舍338
3324,09039067,滕明鑫,女,2002/4/11,1.53,西22舍338
3325,03068982,曹珺,男,2002/1/31,1.76,东13舍729
3326,07039722,靳治政,女,2001/5/26,1.77,西22舍338
3327,09076212,王雷,女,2002/11/12,1.63,西16舍336
3328,06071410,文智,男,2003/6/25,1.88,东13舍729
3329,04037792,李佳怡,男,2003/7/24,1.74,东13舍729
3330,05018200,张蕊,女,2002/11/15,1.69,西16舍336
3331,08042051,李永昌,男,2002/5/14,1.82,东13舍729
3332,03069233,梁杰,男,2001/12/27,1.64,西13舍724
3333,01094369,王培宇,男,2003/4/11,1.77,西13舍724
3334,04022298,刘明哲,男,2004/8/15,1.74,西13舍724
3335,01047614,王鼎钧,女,2001/8/11,1.73,西16舍336
3336,08094637,郭昊夏,男,2004/10/4,1.68,西13舍724
3337,05056374,卞勋星,女,2003/3/17,1.64,西16舍336
3338,03058602,张纪元,男,2003/7/22,1.65,西23舍219
3339,01024727,黄铭浩,男,2002/5/22,1.86,西23舍219
3340,04040485,姜凤骁,男,2001/7/8,1.7,西23舍219
3341,05021168,韩旻澎,男,2004/2/12,1.86,西23舍219
3342,05021670,冉冲冲,女,2001/4/8,1.57,东14舍214
3343,08097093,游心蕊,男,2005/6/26,1.56,西9舍234
3344,07060125,何锦玉,男,2004/3/24,1.82,西9舍234
3345,03097672,王敏,女,2005/9/17,1.49,东14舍214
3346,07055885,邱文静,男,2001/5/5,1.73,西9舍234
3347,06034760,魏茜,女,2004/3/24,1.64,东14舍214
3348,08012890,苏静静,男,2004/1/25,1.75,西9舍234
3349,02033321,张颖,男,2005/1/5,1.78,西21舍210
3350,02035226,曹高榜,男,2001/10/16,1.78,西21舍210
3351,07076836,李乐明,女,2002/8/28,1.67,东14舍214
3352,01037119,池艳莹,男,2003/12/6,1.94,西21舍210
3353,02023529,赵明浩,男,2005/1/13,1.9,西21舍210
3354,06033689,钟晓宇,男,2004/5/2,1.67,西4舍432
3355,07048812,魏泽宇,男,2004/2/9,1.7,西4舍432
3356,06031331,廖垠钦,女,2001/7/4,1.62,西3舍214
3357,02071056,樊旺,女,2005/3/30,1.56,西3舍214
3358,06044566,杨玉涛,女,2002/10/28,1.67,西3舍214
3359,05058713,张璐,男,2001/2/13,1.67,西4舍432
3360,08096994,袁维军,男,2002/10/15,1.64,西4舍432
3361,05042936,张晓童,男,2003/5/16,1.76,东13舍312
3362,09014041,陈浩,女,2003/3/24,1.53,西3舍214
3363,05019704,夏超,男,2001/4/5,1.86,东13舍312
3364,02034564,苟昕睿,女,2001/5/23,1.52,东5舍212
3365,06011853,方鑫琦,女,2001/6/18,1.71,东5舍212
3366,04050671,张燕娜,女,2002/8/31,1.63,东5舍212
3367,05086510,郭强强,男,2004/7/5,1.57,东13舍312
3368,01031524,钱一夫,男,2003/12/23,1.69,东13舍312
3369,04036267,朱晨阳,男,2002/1/25,1.81,西5舍308
3370,06014103,何波涛,女,2004/2/17,1.66,东5舍212
3371,04023282,王显洪,男,2001/12/9,1.86,西5舍308
3372,02015210,李忠义,男,2004/4/7,1.75,西5舍308
3373,06020296,王硕,男,2005/2/24,1.75,西5舍308
3374,03096052,王鑫宇,女,2002/7/19,1.76,西12舍322
3375,04054112,卢雪薇,女,2003/1/13,1.63,西12舍322
3376,06073020,狄若愚,女,2005/4/22,1.55,西12舍322
3377,08025896,许朝闯,女,2001/11/10,1.72,西12舍322
3378,08021538,刘晶晶,男,2002/11/21,1.83,西21舍216
3379,06088197,陈雨杰,男,2001/10/3,1.71,西21舍216
3380,03015502,张凯恒,男,2004/4/13,1.79,西21舍216
3381,03096641,韦晨凯,男,2002/11/22,1.8,西21舍216
3382,08026011,陈振坤,男,2001/12/26,1.63,东18舍605
3383,03015757,张梦媛,男,2002/2/24,1.83,东18舍605
3384,07031552,高佳齐,女,2002/8/5,1.77,东15舍435
3385,04010186,刘晓阳,女,2002/3/27,1.75,东15舍435
3386,05038985,张硕,女,2002/9/15,1.9,东15舍435
3387,08042719,张建文,女,2005/6/18,1.67,东15舍435
3388,08071516,李博誉,男,2001/11/12,1.77,东18舍605
3389,08092325,王淑玲,女,2005/3/27,1.57,东9舍623
3390,05080517,赵振中,女,2004/5/29,1.59,东9舍623
3391,07091611,池晓永,女,2004/9/16,1.61,东9舍623
3392,07080913,王志强,女,2003/6/3,1.78,东9舍623
3393,04050387,魏宇婷,女,2002/3/3,1.67,西29舍410
3394,07069972,赵朝霞,男,2001/4/9,1.75,东18舍605
3395,08078090,肖秦文,女,2002/5/27,1.58,西29舍410
3396,09060667,韩金枝,男,2003/12/10,1.71,西17舍529
3397,03069823,葛增瑞,女,2003/10/27,1.73,西29舍410
3398,08034226,尹禄艳,男,2002/5/22,1.83,西17舍529
3399,08032604,高善雪,男,2005/6/8,1.67,西17舍529
3400,08078792,梁文博,男,2001/8/7,1.8,西17舍529
3401,08021209,朱昊杰,男,2002/7/27,1.66,东27舍414
3402,03061606,李元畅,女,2003/2/2,1.66,西29舍410
3403,02047583,温艺康,女,2005/8/10,1.59,西12舍213
3404,08069674,高林森,男,2001/6/20,1.65,东27舍414
3405,06044969,王仕杰,男,2001/2/16,1.89,东27舍414
3406,01079933,边静雯,女,2002/6/8,1.7,西12舍213
3407,01090430,芦岩,女,2002/3/14,1.66,西12舍213
3408,05074168,马雨霖,男,2003/5/17,1.74,东27舍414
3409,04062293,康子胜,女,2004/9/4,1.58,西12舍213
3410,03038344,秦壮言,男,2002/2/9,1.79,东12舍730
3411,03099647,时子龙,女,2001/4/7,1.78,东15舍730
3412,07088386,满浩捷,女,2004/1/8,1.52,东15舍730
3413,04089559,任俊羽,女,2001/9/12,1.6,东15舍730
3414,04088458,钟震坤,女,2003/9/30,1.61,东15舍730
3415,01023336,龚贤达,女,2005/3/19,1.56,东11舍305
3416,06095085,叶春阳,男,2005/1/6,1.81,东12舍730
3417,02069857,方常明,女,2001/2/6,1.63,东11舍305
3418,04079307,万芹江,女,2001/10/18,1.63,东11舍305
3419,02081480,祝新明,男,2001/11/1,1.76,东12舍730
3420,09093309,兰静,女,2001/11/27,1.75,东11舍305
3421,01078632,卓晓雯,男,2005/6/15,1.79,东12舍730
3422,04083172,李鑫,男,2005/2/12,1.78,西14舍403
3423,03095980,孙雅榕,男,2001/11/4,1.8,西14舍403
3424,03095236,徐文亮,女,2001/7/30,1.66,东21舍431
3425,01034930,彭诗耀,男,2002/10/30,1.66,西14舍403
3426,09012587,崔宇鹏,男,2003/3/21,1.75,西14舍403
3427,05010385,陈功,男,2004/7/24,1.83,东23舍709
3428,06048099,吴延京,男,2004/9/14,1.87,东23舍709
3429,01051177,司纪星,男,2001/10/22,1.81,东23舍709
3430,05057372,马澳康,女,2003/1/13,1.84,东21舍431
3431,09069332,朱哲含,男,2003/2/7,1.66,东23舍709
3432,08015090,代兄,女,2005/11/13,1.71,东21舍431
3433,04085496,夏凡莛,男,2002/7/5,1.75,东20舍522
3434,03091742,张梓睿,男,2003/3/23,1.77,东20舍522
3435,05068130,赵玉乔,男,2001/8/28,1.8,东20舍522
3436,06042732,龙时雨,男,2002/11/10,1.7,东20舍522
3437,07030088,朱思木,男,2002/1/19,1.71,东18舍336
3438,07025281,曲天泽,男,2001/11/28,1.58,东18舍336
3439,02092221,柯思云,女,2002/10/8,1.77,东21舍431
3440,06064880,易志,女,2003/11/8,1.68,东1舍305
3441,07050133,王雨阳,女,2005/6/14,1.49,东1舍305
3442,07026901,李世旭,女,2004/3/31,1.62,东1舍305
3443,04075688,李焰泌,男,2002/2/22,1.63,西2舍303
3444,01054130,石锐,女,2004/10/23,1.62,东1舍305
3445,09060019,孙影琪,男,2002/5/12,1.67,西2舍303
3446,09068334,窦嘉俊,男,2005/4/26,1.79,西2舍303
3447,06022522,孙乾,女,2001/10/29,1.6,东11舍231
3448,04076541,郭祎萌,女,2001/6/24,1.56,东11舍231
3449,02056396,郑云鹏,女,2003/8/14,1.63,东11舍231
3450,09023963,张瀚文,男,2003/4/6,1.81,西9舍639
3451,07078325,王腾,男,2004/12/8,1.8,西9舍639
3452,08079218,钟贤良,女,2005/5/13,1.53,东11舍231
3453,07025510,刘汉雨,男,2005/5/31,1.86,西9舍639
3454,03070375,杨文卓,男,2003/11/12,1.66,西9舍639
3455,04015208,康景琦,女,2002/12/15,1.61,西3舍205
3456,05016734,曹瀚,男,2004/1/14,1.91,西17舍324
3457,01054511,雷天池,女,2001/10/10,1.6,西3舍205
3458,09023730,申飞宇,男,2003/3/2,1.83,西17舍324
3459,04067621,刘中天,女,2002/6/26,1.55,西3舍205
3460,04069935,肖婷婷,女,2003/10/1,1.87,西3舍205
3461,06066749,杨振芳,男,2005/7/17,1.71,西17舍324
3462,01050342,李明阳,女,2003/7/4,1.59,东15舍714
3463,03055802,周佳慧,女,2005/6/3,1.58,东15舍714
3464,02085605,毋逸飞,男,2003/6/19,1.75,西17舍324
3465,03019667,郭帅,女,2005/6/3,1.57,东15舍714
3466,02099024,张雨炜,男,2004/7/6,1.66,西14舍527
3467,04042734,魏盛顿,女,2001/7/21,1.65,东15舍714
3468,08019181,郭凯,女,2005/9/27,1.67,东29舍532
3469,08017799,马春美,男,2001/6/2,1.88,西14舍527
3470,07020127,杨森,男,2002/12/25,1.84,西14舍527
3471,01083376,周彦庭,男,2003/3/26,1.75,西14舍527
3472,02028435,马嘉祥,女,2005/7/5,1.41,东29舍532
3473,09096701,李天,女,2003/3/25,1.59,东29舍532
3474,09081109,曹锦轩,女,2002/6/4,1.61,东29舍532
3475,09030160,王灿宇,女,2001/11/23,1.75,东10舍623
3476,01064401,付静永,男,2003/7/2,1.8,西18舍422
3477,06091011,田富浩,女,2003/7/10,1.69,东10舍623
3478,05065243,刘琦,女,2003/8/18,1.7,东10舍623
3479,09073553,周小彪,男,2001/10/7,1.77,西18舍422
3480,02077459,曹艺帆,男,2002/2/11,1.83,西18舍422
3481,05022687,李甫,女,2003/7/18,1.65,东10舍623
3482,04090315,寇伟伟,男,2003/1/1,1.78,西18舍422
3483,07051528,张昊远,男,2002/12/1,1.8,东28舍634
3484,06062518,田梦豪,男,2003/3/29,1.9,东28舍634
3485,01083182,王寒冰,男,2003/12/11,1.74,东28舍634
3486,01053717,蔡赛蕾,女,2005/11/8,1.64,东1舍323
3487,07053591,陈德伟,女,2003/1/13,1.57,东1舍323
3488,08039927,单立鑫,女,2002/3/15,1.8,东1舍323
3489,03037324,李金阳,女,2001/12/12,1.74,东1舍323
3490,07035053,张缘,男,2001/2/21,1.74,东28舍634
3491,07098547,王天乐,女,2003/10/20,1.54,东26舍617
3492,04027994,黄鸿雁,女,2005/8/8,1.75,东26舍617
3493,07039973,高永丽,女,2001/8/22,1.77,东26舍617
3494,05078627,张灿辉,男,2005/7/27,1.76,东7舍606
3495,03032030,樊伟,男,2002/11/1,1.66,东7舍606
3496,05045668,魏聪聪,女,2001/7/2,1.67,东26舍617
3497,06085898,徐致用,女,2004/7/28,1.59,西10舍236
3498,02047983,乔成,女,2001/1/5,1.58,西10舍236
3499,04062062,徐磊磊,男,2002/3/17,1.69,东7舍606
3500,01070551,曾恩惠,男,2003/8/9,1.6,东7舍606
3501,01011230,祝保锋,男,2003/7/23,1.81,东13舍320
3502,08014539,吕周恒,男,2001/7/3,1.8,东13舍320
3503,04032683,许佳枫,女,2004/6/2,1.69,西10舍236
3504,01026873,陆春,男,2004/11/13,1.78,东13舍320
3505,01054986,杨斌,女,2001/9/18,1.6,西10舍236
3506,09053143,汤智博,女,2001/2/18,1.74,西3舍228
3507,08097515,李昊,女,2002/6/19,1.65,西3舍228
3508,06047378,陈舒乐,男,2001/4/30,1.76,东13舍320
3509,02012766,王云龙,男,2002/5/16,1.71,东25舍405
3510,05015378,孟子航,男,2001/2/4,1.68,东25舍405
3511,01020439,朱颖,男,2003/3/31,1.63,东25舍405
3512,05072370,卓康文,女,2002/6/22,1.75,西3舍228
3513,05070599,曾宁宏,女,2001/9/15,1.62,西3舍228
3514,03092617,殷森杰,男,2002/5/29,1.87,东25舍405
3515,08064262,杨汶洪,女,2002/8/7,1.55,西12舍218
3516,04067311,胡涛,男,2002/8/11,1.55,西1舍321
3517,09038424,刘松泉,女,2002/5/19,1.54,西12舍218
3518,09044499,李娟,女,2002/4/7,1.82,西12舍218
3519,07025749,丁依,男,2005/3/20,1.89,西1舍321
3520,04048696,汪靓君,女,2002/8/6,1.63,西12舍218
3521,06055321,李勇强,男,2001/1/15,1.78,西1舍321
3522,04020000,黄华军,女,2001/5/30,1.6,东5舍725
3523,05058140,何丽欢,女,2005/2/11,1.61,东5舍725
3524,08044145,罗诗杰,女,2005/4/1,1.62,东5舍725
3525,05081829,张俊杰,女,2005/4/9,1.49,东5舍725
3526,05033712,刘梦婷,女,2005/8/14,1.68,西11舍438
3527,01089769,李奇,男,2005/4/9,1.64,西1舍321
3528,05014611,段龙禄,男,2003/10/28,1.8,东28舍605
3529,07040017,秦勉勉,男,2004/4/25,1.94,东28舍605
3530,06097088,徐振兴,男,2002/2/22,1.75,东28舍605
3531,07023621,高琳,女,2001/1/26,1.77,西11舍438
3532,03082339,石绍彭,女,2002/9/16,1.6,西11舍438
3533,05065420,李祥义,女,2003/3/5,1.62,西11舍438
3534,02079290,李昊宇,男,2001/6/17,1.69,东28舍605
3535,07067296,骆政宏,女,2003/2/18,1.46,东8舍723
3536,06015336,高洁,男,2005/3/21,1.73,东12舍603
3537,03065081,王子泉,女,2004/4/17,1.56,东8舍723
3538,07062851,李祺,男,2001/6/5,1.75,东12舍603
3539,07067597,孙雨欣,女,2004/5/11,1.59,东8舍723
3540,02013052,王苗苗,男,2004/1/21,1.83,东12舍603
3541,07081014,周学斌,男,2003/9/2,1.73,东12舍603
3542,06043450,田晓宇,女,2001/8/25,1.43,东8舍723
3543,07042118,李建昊,女,2004/1/30,1.73,东15舍632
3544,02098436,王宁,女,2002/2/15,1.69,东15舍632
3545,01084942,宋贞彩,女,2003/4/9,1.77,东15舍632
3546,08072985,王之健,男,2002/10/31,1.77,东24舍513
3547,04060117,高龙生,女,2001/12/14,1.66,东15舍632
3548,09080088,宋潇航,女,2004/12/27,1.62,西29舍631
3549,05056238,杨浩然,男,2003/8/2,1.68,东24舍513
3550,04098073,徐洲洋,男,2005/4/30,1.64,东24舍513
3551,01095690,王珲珲,男,2003/10/8,1.82,东24舍513
3552,05029949,杨峰,女,2003/6/7,1.67,西29舍631
3553,09062332,张子涵,女,2001/11/25,1.6,西29舍631
3554,03060076,钟澎蔚,女,2001/3/11,1.73,西29舍631
3555,01016569,兰凯,女,2001/5/29,1.71,东21舍527
3556,09016466,蒋礼,女,2005/12/20,1.8,东21舍527
3557,02056627,齐梦婷,女,2005/5/30,1.72,东21舍527
3558,06036693,蒋舒君,男,2002/2/20,1.82,西21舍437
3559,09089446,蒋赟宇,女,2002/2/2,1.69,东21舍527
3560,08059376,方豪杰,男,2004/1/11,1.76,西21舍437
3561,04040332,张宇,女,2005/6/22,1.6,东26舍505
3562,04011334,黄柏辉,女,2003/12/29,1.58,东26舍505
3563,09046037,李炫锴,男,2004/5/4,1.85,西21舍437
3564,04082424,张晓璇,男,2003/10/7,1.83,西21舍437
3565,03068948,郑彬涛,男,2003/1/20,1.72,东13舍433
3566,02037127,伍敬峰,男,2004/1/5,1.81,东13舍433
3567,02025539,张莞丽,女,2005/1/30,1.62,东26舍505
3568,03035159,邹翠萍,男,2005/7/11,1.64,东13舍433
3569,06030663,钟嘉愉,男,2005/9/23,1.8,东13舍433
3570,03012135,莫景平,女,2005/3/25,1.66,东26舍505
3571,04065683,黄娟,男,2003/1/19,1.67,西6舍618
3572,05053186,成春宇,男,2002/6/13,1.78,西6舍618
3573,02061594,余嘉颖,女,2003/3/5,1.66,西12舍535
3574,02046487,黄梓聪,男,2004/9/5,1.77,西6舍618
3575,06072971,陈妙雪,女,2005/5/10,1.7,西12舍535
3576,07089258,张金凤,女,2003/12/10,1.63,西12舍535
3577,09085907,陈晶晶,男,2003/1/19,1.78,西6舍618
3578,01033211,林小丽,男,2004/2/1,1.68,东13舍730
3579,05053569,翁烁柠,男,2002/9/13,1.95,东13舍730
3580,03036157,曾素灵,男,2005/6/8,1.77,东13舍730
3581,03012008,谢玲玲,男,2003/10/6,1.7,东13舍730
3582,04050788,林惠敏,男,2001/3/21,1.72,西19舍427
3583,05099814,郑文婷,女,2004/5/27,1.58,西12舍535
3584,06015666,汤旺,女,2004/10/11,1.72,东8舍526
3585,08026078,刘海波,男,2003/12/6,1.71,西19舍427
3586,04048585,刘殿欢乐,女,2005/10/5,1.66,东8舍526
3587,06055331,黄志辉,女,2003/2/14,1.71,东8舍526
3588,02080792,詹锡易,女,2002/11/3,1.74,东8舍526
3589,03098926,龙湘,女,2002/10/9,1.67,东15舍709
3590,04049386,梁红梅,男,2001/7/30,1.83,西19舍427
3591,02068558,李委峻,女,2002/3/16,1.68,东15舍709
3592,06067695,黄纯,男,2005/12/18,1.77,西19舍427
3593,02052326,谢智杰,男,2001/1/18,1.8,西9舍605
3594,04061092,黄俊贵,男,2002/11/16,1.71,西9舍605
3595,07052083,覃丽,女,2005/5/4,1.6,东15舍709
3596,09043519,徐春雷,女,2001/2/22,1.61,东15舍709
3597,07016390,禹景译,女,2005/4/4,1.55,西11舍426
3598,03014985,蔡路遥,女,2004/6/29,1.6,西11舍426
3599,06044255,唐时波,女,2005/10/6,1.65,西11舍426
3600,05066213,黄春花,女,2003/11/4,1.57,西11舍426
3601,02045575,谭旭秋,男,2004/6/7,1.6,西9舍605
3602,06097337,梁渝东,女,2004/2/4,1.67,西28舍514
3603,04089451,李晶鑫,男,2001/5/30,1.81,西9舍605
3604,05053362,杨勋霖,女,2004/4/22,1.65,西28舍514
3605,05046735,王男楠,男,2003/7/12,1.78,西13舍511
3606,02048249,王浩然,男,2002/9/20,1.72,西13舍511
3607,07080733,刘潇键,男,2003/10/4,1.8,西13舍511
3608,08013845,王东,女,2005/11/23,1.53,西28舍514
3609,02091176,李晓影,男,2004/10/7,1.74,西13舍511
3610,05057910,申群英,男,2003/8/8,1.73,东23舍530
3611,03072408,朱思颖,男,2003/9/14,1.8,东23舍530
3612,02067104,闫奇,男,2002/1/27,1.8,东23舍530
3613,06015689,曹宇,女,2002/7/19,1.71,西28舍514
3614,05019016,龚森,女,2003/11/23,1.63,西7舍726
3615,02032862,冯欣悦,男,2003/1/17,1.78,东23舍530
3616,09016901,杨翔宇,男,2004/1/14,1.74,西5舍428
3617,02084325,董钰坤,女,2002/12/7,1.76,西7舍726
3618,09010115,尤嘉乐,男,2001/8/17,1.82,西5舍428
3619,06095976,吴拓,女,2004/5/9,1.54,西7舍726
3620,03063342,黄圩沦,男,2003/8/5,1.82,西5舍428
3621,03043269,魏延航,女,2003/7/23,1.72,西7舍726
3622,01051917,宋延杰,男,2001/5/17,1.85,西5舍428
3623,02035750,黄刚,女,2004/6/28,1.65,西11舍724
3624,01093370,郭婉茹,男,2005/2/5,1.92,东28舍430
3625,06056864,赵莉,女,2004/1/3,1.65,西11舍724
3626,06049526,黄维佳,男,2004/2/26,1.73,东28舍430
3627,08093044,马雪梅,女,2004/6/10,1.71,西11舍724
3628,03075993,王悦忠,男,2003/4/2,1.72,东28舍430
3629,09099024,队员一,女,2003/10/6,1.58,西11舍724
3630,03053457,队员二,女,2002/7/18,1.64,西29舍524
3631,09044256,队员三,女,2004/8/22,1.55,西29舍524
3632,07067094,王潞祺,男,2001/10/4,1.69,东28舍430
3633,09084645,张宇航,女,2002/6/6,1.78,西29舍524
3634,01078957,吕庆瑞,女,2005/4/16,1.65,西29舍524
3635,03054557,马新贺,女,2002/9/9,1.59,东1舍515
3636,05014193,赵培植,男,2004/11/4,1.68,东18舍718
3637,02077516,荣翔宇,女,2004/12/9,1.66,东1舍515
3638,09015183,王盛柘,女,2003/10/13,1.48,东1舍515
3639,08024085,史静,女,2005/11/17,1.64,东1舍515
3640,06091850,张增祥,女,2004/3/9,1.59,东1舍433
3641,03026868,黄烨煊,女,2004/3/11,1.63,东1舍433
3642,06036359,吕恩浩,男,2005/3/21,1.86,东18舍718
3643,07094973,祝吉林,女,2003/11/18,1.66,东1舍433
3644,04026265,包万,男,2004/4/28,1.71,东18舍718
3645,09029120,王政禹,男,2005/10/3,1.69,东18舍718
3646,08061998,叶银雪,男,2004/6/3,1.73,西9舍439
3647,07027065,王玉多,男,2001/10/2,1.68,西9舍439
3648,01016694,杨泽斌,男,2001/8/25,1.77,西9舍439
3649,05099735,王鸿飞,女,2004/11/26,1.69,东1舍433
3650,04051898,赵金鹏,男,2005/9/27,1.78,西9舍439
3651,02072706,王子泰,女,2005/9/3,1.78,东14舍503
3652,06011582,房立志,男,2005/3/21,1.88,东4舍215
3653,09034859,李晓松,女,2001/4/1,1.63,东14舍503
3654,05048543,王天阔,男,2002/12/31,1.68,东4舍215
